Station	Year	Month	C	RH	Blight
14923	1990	7	23.22	73.13	1.81
14923	1990	8	22.99	76.81	2.19
14923	1990	9	19.19	73.9	1.67
14923	1990	10	11.3	67.45	0.06
14923	1990	11	7.04	68.69	0.17
14923	1990	12	-4.02	78.51	0
14923	1991	1	-6.92	78.47	0
14923	1991	2	0.17	75.01	0
14923	1991	3	5.15	69.81	0.1
14923	1991	4	12.56	65.46	0.43
14923	1991	5	19.51	76.75	2.48
14923	1991	6	23.73	69.75	1.2
14923	1991	8	22.94	73.04	2.97
14923	1991	9	18.06	69.64	1.17
14923	1991	10	11.79	70.37	1.58
14923	1991	11	0.72	77.95	0.33
14923	1991	12	-0.45	79.55	0.19
14923	1992	1	-1.46	80.29	0.26
14923	1992	2	1.42	78.79	0.1
14923	1992	4	9.92	67.93	0.83
14923	1992	5	16.45	56.56	0.19
14923	1992	6	20.52	64.03	0.67
14923	1992	7	21.2	82.02	3.61
14923	1992	8	19.42	78.17	2.9
14923	1992	9	16.86	78.8	2.33
14923	1992	10	10.97	69.5	0.16
14923	1992	11	2.76	82.57	0.33
14923	1992	12	-2.44	79.2	0.32
14923	1993	2	-4.44	78.61	0
14923	1993	3	1.58	77.99	0.06
14923	1993	4	9.71	69.38	0.57
14923	1993	5	17.11	68.07	1.45
14923	1993	6	21.55	74.32	1.5
14923	1993	7	24.08	81.24	2.26
14923	1993	8	23.38	82.41	3.26
14923	1993	9	15.7	78.33	2.63
14923	1993	10	10.43	65.78	0.42
14923	1993	11	3.22	72.98	0.07
14923	1993	12	-1.42	75.31	0.23
14923	1994	1	-9.56	77.51	0
14923	1994	2	-4.63	71.53	0.18
14923	1994	3	4.3	65.63	0.1
14923	1994	4	11.19	55.64	0.07
14923	1994	5	16.51	61.47	0.71
14923	1994	6	22.75	71.68	1.6
14923	1994	7	22.72	77.5	3.06
14923	1994	8	20.91	78.8	2.26
14923	1994	9	18.38	76.06	2.5
14923	1994	10	12.6	67.88	0.35
14923	1994	11	6.31	74.28	1.17
14923	1994	12	0.61	80.54	0.03
14923	1995	1	-5.61	78.45	0
14923	1995	2	-3.03	66.91	0
14923	1995	3	5.07	69.12	0
14923	1995	4	8.81	66.36	0.43
14923	1995	5	15.55	70.8	1.61
14923	1995	6	22.46	70.24	2.07
14923	1995	9	16.57	71.32	0.7
14923	1995	12	-3.35	73.69	0
14925	1990	1	-3.36	76.38	0
14925	1990	2	-5.24	72.66	0
14925	1990	3	1.86	70.14	0.61
14925	1990	4	7.21	66.37	1
14925	1990	5	12.51	70.9	1.32
14925	1990	10	8.35	69.58	0.29
14925	1990	11	2.67	70.61	0.17
14925	1990	12	-9.13	80.27	0
14925	1991	1	-12.02	78.29	0
14925	1991	2	-4.3	79.24	0
14925	1991	3	0.93	76.72	0.32
14925	1991	4	8.9	72.49	0.6
14925	1991	5	16.12	82.33	3.16
14925	1991	6	22.38	69.27	0.93
14925	1991	7	20.95	75.94	1.84
14925	1991	9	14.16	75.79	2.03
14925	1991	10	7.32	71.75	0.55
14925	1991	12	-5.32	85.56	0
14925	1992	1	-5.71	85.91	0
14925	1992	2	-2.51	83.54	0
14925	1992	3	-0.41	79.71	0.55
14925	1992	4	5.93	75.48	0.7
14925	1992	5	14.71	58.18	0.45
14925	1992	6	18.31	64.38	0.73
14925	1992	7	17.89	79.16	3.23
14925	1992	8	17.23	77.36	2.81
14925	1992	9	14.19	78.49	2.33
14925	1992	10	7.57	72.66	0.55
14925	1992	11	-0.9	84.45	0.23
14925	1992	12	-7.04	86.45	0
14925	1993	1	-9.78	83.8	0
14925	1993	2	-9.68	83.14	0
14925	1993	3	-3.04	82.08	0.1
14925	1993	4	5.76	71.94	0.57
14925	1993	5	13.05	76.95	1.58
14925	1993	6	17.58	77.24	2.4
14925	1993	7	20.43	81.3	3.77
14925	1993	8	19.86	82.76	4.58
14925	1993	9	11.94	79.85	1.63
14925	1993	10	7.06	70.76	0.65
14925	1993	11	-0.92	82.4	0
14925	1993	12	-5.58	82.96	0
14925	1994	1	-15.72	80.28	0
14925	1994	2	-10.87	78.49	0
14925	1994	3	0.8	74.39	0
14925	1994	4	6.95	65.42	0.57
14925	1994	5	15.13	61.07	0.39
14925	1994	6	20.45	73.37	2.4
14925	1994	7	19.44	81.33	4
14925	1994	8	18	81.58	3.65
14925	1994	9	16.72	80.9	1.77
14925	1994	10	9.98	73.13	0.84
14925	1994	11	2.46	76.29	0.2
14925	1994	12	-4.53	86.46	0
14925	1995	1	-8.32	82.48	0
14925	1995	2	-7.26	75.12	0
14925	1995	3	0.99	80.03	0.45
14925	1995	4	4.7	71.18	0.03
14925	1995	5	13.1	67.29	0.81
14925	1995	6	20.51	72.13	1.9
14925	1995	7	21.59	78.01	3.23
14925	1995	8	22.65	83.39	4.35
14925	1995	9	14.19	74.72	1.43
14925	1995	10	7.98	78.1	0.77
14925	1995	11	-3.37	75.77	0
14925	1995	12	-7.77	80.24	0
14926	1995	6	20.35	70.89	2.1
14926	1995	7	21.28	74.47	3.23
14926	1995	8	21.49	80.9	3.97
14926	1995	9	13.8	77.15	1.53
14929	1994	3	0.94	75.38	0
14929	1994	4	7.86	63.53	0
14929	1994	5	17.89	58.02	0
14929	1994	6	21.35	66.43	0.83
14929	1994	7	20.84	75.1	2.71
14929	1994	8	18.83	76.12	2.42
14929	1994	9	16.1	76.75	2
14929	1994	10	9.49	76.16	1.35
14929	1994	11	0.56	75.75	0.17
14929	1994	12	-8.63	86.88	0
14929	1995	1	-10.56	86.37	0
14929	1995	2	-8.9	82.48	0
14929	1995	4	3.89	73.4	0
14929	1995	7	21.86	75.82	2.71
14929	1995	10	6.91	81.09	0.61
14929	1995	11	-3.34	76.5	0
14933	1990	1	0.08	71.45	0.03
14933	1990	2	-0.87	68.24	0
14933	1990	3	5.47	69.21	0.48
14933	1990	4	9.95	61.8	0.73
14933	1990	5	14.68	69.89	1.45
14933	1990	6	22.1	72.42	1.13
14933	1990	7	22.87	75.17	2
14933	1990	8	23.27	76.75	1.94
14933	1990	9	19.67	69.88	1.07
14933	1990	10	11.47	65.19	0.48
14933	1990	12	-5.28	76.38	0
14933	1991	1	-8.22	76.62	0
14933	1991	2	0.75	70.59	0.07
14933	1991	3	5.51	67.35	0.16
14933	1991	4	12.03	68.3	0.73
14933	1991	5	19.23	77.75	2.42
14933	1991	6	23.77	69.54	0.73
14933	1991	7	24.38	64.41	0.74
14933	1991	8	22.91	72	1.16
14933	1991	9	18.08	63.79	0.17
14933	1991	10	10.88	65.12	0.52
14933	1991	11	-0.97	78.83	0.4
14933	1991	12	-0.79	79.78	0.03
14933	1992	1	-1.04	79.06	0
14933	1992	2	1.54	76.79	0.14
14933	1992	4	9.52	68.7	0.5
14933	1992	5	16.81	58.01	0.42
14933	1992	6	21.64	57.51	0.2
14933	1992	8	20.17	71.75	0.65
14933	1992	9	17.23	73.22	2.1
14933	1992	10	11.56	66.13	0.19
14933	1992	11	1.43	80.82	0.27
14933	1992	12	-3	80.19	0
14933	1993	1	-5.51	79.19	0
14933	1993	2	-5.69	81.13	0
14933	1993	3	1.03	79.42	0.32
14933	1993	4	8.87	68.45	0.73
14933	1993	5	15.95	73.3	1.84
14933	1993	6	20.73	75.84	2.4
14933	1993	7	23.03	81.83	2.65
14933	1993	8	22.76	78.91	2.1
14933	1993	9	15.01	75.24	1.87
14933	1993	10	9.91	68.11	0.71
14933	1993	11	2.3	72.65	0.1
14933	1993	12	-2.13	77.47	0.13
14933	1994	1	-10.36	79.8	0
14933	1994	2	-5.42	73.4	0
14933	1994	3	4.71	63.19	0
14933	1994	4	10.73	57.48	0.13
14933	1994	5	17.37	61.33	0.45
14933	1994	6	22.27	74.83	1.93
14933	1994	7	22.73	73.82	1.06
14933	1994	8	21.6	73.95	1.03
14933	1994	9	18.87	69.6	0.6
14933	1994	10	12.68	66.17	0.52
14933	1994	11	5.58	69.22	0.2
14933	1994	12	-1.42	84.61	0.06
14933	1995	1	-5.79	79.26	0
14933	1995	3	4.44	71.13	0.32
14933	1995	4	8.58	67.05	0.63
14933	1995	5	14.98	69.78	0.9
14933	1995	6	21.62	71.44	1.4
14933	1995	7	24.65	70.55	0.42
14933	1995	8	25.91	72.75	0.52
14933	1995	9	16.92	68.23	0.5
14933	1995	10	11.34	66.33	0.45
14933	1995	11	0.68	69.17	0
14935	1990	1	0.56	63.54	0
14935	1990	2	-0.83	64.99	0
14935	1990	3	5.14	71.73	0.26
14935	1990	5	14.67	72.22	1.52
14935	1990	6	22.85	66.26	0.8
14935	1990	7	23.05	68.53	1.19
14935	1990	8	23.32	73.59	2.42
14935	1990	9	20.16	59.29	0.47
14935	1990	10	11.56	57.16	0.16
14935	1990	11	5.25	65.56	0.13
14935	1990	12	-5.5	71.07	0
14935	1991	1	-6.22	75.31	0
14935	1991	2	2.8	61.51	0.07
14935	1991	3	5.19	65.22	0.06
14935	1991	4	11.32	64.9	0.27
14935	1991	5	17.91	75.65	2.35
14935	1991	6	23.75	66.81	1.5
14935	1991	7	24.4	65.54	1.16
14935	1991	8	23.35	66.14	1.77
14935	1991	9	18.74	56.62	0.53
14935	1991	10	9.98	56.77	0.35
14935	1991	11	-0.53	79.03	0.17
14935	1991	12	0.34	77.19	0
14935	1992	1	0.5	73.81	0
14935	1992	2	2.9	71.85	0
14935	1992	3	5.53	68.76	0.74
14935	1992	4	10.49	64.6	0.07
14935	1992	5	16.04	61.44	0.87
14935	1992	7	20.77	78.05	2.94
14935	1992	9	17.83	67.82	1.07
14935	1993	1	-7.42	83.03	0
14935	1993	9	15.13	71.71	1
14935	1993	10	9.95	67.65	0.9
14935	1993	11	0.99	68.18	0.03
14935	1993	12	-0.55	72.71	0
14935	1994	1	-6.8	74.5	0
14935	1994	2	-6.74	76.54	0
14935	1994	3	5.06	61.29	0
14935	1994	4	9.5	60.63	0.07
14935	1994	5	18.19	61.74	0.13
14935	1994	7	21.87	75.49	2.48
14935	1994	8	21.87	75.74	3.16
14935	1994	9	18.96	65.56	1.13
14935	1994	11	4.12	70.63	0.4
14935	1994	12	-2.41	84.54	0.03
14935	1995	1	-3.86	81.9	0
14935	1995	3	3.79	73.3	0.42
14935	1995	4	7.48	72.59	0.23
14935	1995	9	16.55	70.62	1.43
14935	1995	10	10.65	62.17	0.16
14936	1990	1	-2.55	69.89	0
14936	1990	2	-4.07	65.69	0
14936	1990	3	2.77	65.92	0.1
14936	1990	4	7.73	56.08	0.2
14936	1990	5	14.08	66.04	0.87
14936	1990	6	20.66	67	0.53
14936	1990	7	21.91	69.34	0.71
14936	1990	8	22.37	68.64	1.61
14936	1990	9	18.64	60.09	0.2
14936	1990	10	8.58	60.66	0
14936	1990	11	1.75	62.73	0.2
14936	1990	12	-9.83	73.51	0
14936	1991	1	-10.25	77.01	0
14936	1991	2	-1.6	72.77	0
14936	1991	3	1.85	68.59	0
14936	1991	4	9.65	60.72	0
14936	1991	6	22.84	69.57	0.9
14936	1991	7	23.19	65.56	1
14936	1991	8	23.15	65.24	0.94
14936	1991	9	16.33	63.12	0.83
14936	1991	10	7.47	59.72	0
14936	1991	11	-3.14	76.84	0.13
14936	1991	12	-2.89	75.36	0
14936	1992	1	-3.34	78.37	0
14936	1992	2	-1.33	81.25	0.03
14936	1992	3	2.67	67.07	0.39
14936	1992	4	7.5	65.37	0.13
14936	1992	5	15.65	56.04	0.19
14936	1992	6	18.41	69.33	1.57
14936	1992	8	18.55	75.44	1.97
14936	1992	9	15.28	69.37	1.07
14936	1992	10	8.17	62.65	0.1
14936	1992	11	-0.91	82.56	0.07
14936	1992	12	-8.02	79.26	0
14936	1993	1	-9.31	79.49	0
14936	1993	2	-9.84	81.84	0
14936	1993	3	-0.5	78.96	0.19
14936	1993	4	7.09	69.76	0.07
14936	1993	5	14.3	70.95	1
14936	1993	6	17.99	74.16	1.7
14936	1993	7	20.87	78.14	3.26
14936	1993	8	21.09	76.81	2.61
14936	1993	9	13.2	72.38	1
14936	1993	10	7.46	67.53	0.29
14936	1993	11	-1.55	77.47	0
14936	1993	12	-6.16	82.73	0
14936	1994	3	2.03	70.96	0
14936	1994	4	7.81	62.98	0.03
14936	1994	6	20.46	73.37	2.33
14936	1994	7	20.8	74.66	2.16
14936	1994	8	19.93	74.65	2.42
14936	1994	9	17.08	73.38	1.93
14936	1994	10	10.12	71.47	0.94
14936	1994	11	1.8	70.67	0.07
14936	1994	12	-6.5	84.9	0
14936	1995	1	-8.51	84.22	0
14936	1995	2	-5.42	79.18	0
14936	1995	3	0.13	79.71	0.23
14936	1995	4	4.65	76.94	0.03
14936	1995	5	12.95	75.69	1.19
14936	1995	6	20.32	73.27	1.83
14936	1995	7	22.98	71.15	1.71
14936	1995	8	23.58	76.54	1.87
14936	1995	9	15.24	72.16	1.37
14936	1995	10	7.46	77.72	0.35
14936	1995	11	-2.1	76.84	0
14936	1995	12	-5.97	79.04	0
14939	1990	1	0.87	65.72	0
14939	1990	2	-0.47	62.42	0
14939	1990	3	6.11	68.99	0.39
14939	1990	4	10.69	60.02	0.27
14939	1990	5	15.49	70.56	1.45
14939	1990	6	24.25	65.5	0.4
14939	1990	7	24.37	66.44	0.81
14939	1990	8	24.63	69.72	0.74
14939	1990	10	12.76	57.87	0
14939	1990	11	6.52	66.42	0.17
14939	1990	12	-4.9	71.95	0
14939	1991	1	-7.28	76.48	0
14939	1991	2	2.88	65.51	0
14939	1991	3	6.6	64.81	0.06
14939	1991	4	12.26	69.71	0.83
14939	1991	5	19.32	75.42	1.84
14939	1991	6	24.79	66.94	0.97
14939	1991	7	25.77	60.75	1.06
14939	1991	8	24.37	64.13	1.13
14939	1991	9	19.59	56.69	0.17
14939	1991	10	11.36	56.1	0.35
14939	1991	11	-0.3	78.73	0.17
14939	1991	12	0.65	76.4	0.19
14939	1992	1	0.84	75.57	0.13
14939	1992	2	3.29	72.81	0.17
14939	1992	3	6.24	67.91	0.32
14939	1992	4	11.11	65.04	0.1
14939	1992	5	16.96	60.89	0.81
14939	1992	6	21.15	67.31	0.7
14939	1992	7	22.35	76.65	2.65
14939	1992	8	21.05	75.23	1.97
14939	1992	9	18.63	70.2	1.57
14939	1992	10	11.65	66.84	0.29
14939	1992	11	0.89	80.03	0.17
14939	1993	1	-7.06	81.18	0
14939	1993	2	-5.92	83.29	0
14939	1993	6	20.93	75.75	2.87
14939	1993	8	23.54	77.57	2.29
14939	1993	9	15.36	77.85	2.53
14939	1993	10	10	72.65	1.06
14939	1993	11	1.65	72.09	0
14939	1994	1	-6.74	73.78	0
14939	1994	2	-5.12	72.62	0
14939	1994	3	5.44	61.52	0
14939	1994	4	10.5	59.16	0.17
14939	1994	8	22.09	76.68	2.68
14939	1994	9	18.94	70.99	1.27
14939	1994	10	11.93	73.96	1.74
14939	1994	11	5.1	72.64	0.27
14939	1994	12	-2.2	84.49	0
14939	1995	1	-4.31	81.73	0
14939	1995	2	0.07	67.69	0
14939	1995	3	4.46	71.56	0.48
14939	1995	4	8.81	69.53	0.77
14939	1995	5	14.01	77.61	1.9
14940	1990	1	-2.92	78.51	0
14940	1990	2	-4.44	75.92	0
14940	1990	3	2.66	72.83	0.71
14940	1990	4	8.11	66.23	0.73
14940	1990	5	13.67	68.67	0.87
14940	1990	6	20.87	73.12	0.53
14940	1990	7	21.39	77.82	3.26
14940	1990	8	21.45	83.94	4.39
14940	1990	9	17.56	76.09	3.03
14940	1990	10	9.03	67.89	0.26
14940	1990	11	3.26	72	0.1
14940	1990	12	-8.72	79.13	0
14940	1991	1	-11.59	79.38	0
14940	1991	2	-3.36	80.11	0
14940	1991	3	1.74	78.75	0.16
14940	1991	4	9.54	71.14	0.1
14940	1991	5	16.75	80.58	2.97
14940	1991	6	22.76	69.63	0.7
14940	1991	7	21.77	72.92	1.81
14940	1991	8	20.87	79.46	3.61
14940	1991	9	15.01	75.66	1.5
14940	1991	10	8.3	69.88	0.48
14940	1991	11	-3.55	83.79	0.17
14940	1991	12	-3.84	84.19	0
14940	1992	1	-4.64	85.31	0
14940	1992	2	-1.62	84.36	0
14940	1992	3	1.51	78.55	0.74
14940	1992	4	7.1	73.46	0.6
14940	1992	5	15.27	59.47	0.29
14940	1992	6	19.84	62.41	0.33
14940	1992	7	18.86	81.22	4.87
14940	1992	8	17.98	79.44	4.1
14940	1992	9	15.08	79.14	2.2
14940	1992	10	8.69	73.38	0.84
14940	1992	11	-0.48	86.73	0.27
14940	1992	12	-6.44	87.17	0
14940	1993	1	-9.06	85.62	0
14940	1993	2	-8.71	85.47	0
14940	1993	3	-2.57	86.98	0.13
14940	1993	4	6.6	76.11	0.57
14940	1993	5	13.95	78.29	2.32
14940	1993	6	18.86	77.23	2.77
14940	1993	7	21.56	82.9	4.45
14940	1993	8	20.85	84.49	4.52
14940	1993	9	13.02	80.25	3.03
14940	1993	10	7.93	68.84	0.52
14940	1993	11	-0.25	78.73	0
14940	1993	12	-4.95	81.67	0
14940	1994	1	-14.97	79.19	0
14940	1994	2	-10.06	78.89	0
14940	1994	3	1.97	72.97	0
14940	1994	4	8.12	64.46	0.4
14940	1994	5	16.16	60.38	0.39
14940	1994	6	21.25	72.73	2
14940	1994	7	20.25	81.58	4.03
14940	1994	8	19.01	80.44	4
14940	1994	9	17.59	74.74	1.97
14940	1994	10	10.42	69.97	1.1
14940	1994	11	3.17	70.68	0.07
14940	1994	12	-4.78	86.48	0
14940	1995	1	-8.11	81.21	0
14940	1995	2	-6.07	74.53	0
14940	1995	3	1.55	78.7	0.29
14940	1995	4	5.87	71.37	0
14940	1995	5	13.64	69.5	1.1
14940	1995	6	21.02	71.44	2.03
14940	1995	7	22.57	76.17	2.45
14940	1995	9	14.69	73.95	1.13
14940	1995	10	8.61	75.72	0.58
14940	1995	11	-2.5	75.64	0
14940	1995	12	-5.99	80.31	0
14941	1990	1	-0.37	67.15	0
14941	1990	2	-1.84	65.02	0
14941	1990	3	4.44	68.8	0.42
14941	1990	4	9.6	57.71	0.17
14941	1990	5	14.6	67.55	1.58
14941	1990	6	23.01	64.2	0.77
14941	1990	7	23.02	67.69	1.23
14941	1990	8	23.36	72.34	2.16
14941	1990	9	19.6	61.25	0.7
14941	1990	10	10.73	59.87	0.19
14941	1990	11	3.9	69.58	0.17
14941	1990	12	-6.7	73.63	0
14941	1991	1	-8	78.21	0
14941	1991	2	1.23	69.84	0.07
14941	1991	3	4.41	66.16	0.06
14941	1991	4	11.27	63.94	0.3
14941	1991	5	18.19	71.83	1.45
14941	1991	6	23.92	67.25	1.4
14941	1991	7	24.45	63.89	1.45
14941	1991	8	23.49	64.67	1.68
14941	1991	9	18.24	58.34	0.63
14941	1991	10	9.42	60.52	0.39
14941	1991	11	-1.99	79.85	0.33
14941	1991	12	-0.56	76.86	0
14941	1992	1	-0.1	74.01	0
14941	1992	2	2.1	73.07	0
14941	1992	3	4.95	67.17	0.52
14941	1992	4	9.43	62.55	0
14941	1992	5	16.32	57.09	0.29
14941	1992	6	20.22	65.8	0.93
14941	1992	7	20.24	75.81	2.16
14941	1992	8	19.72	75.09	1.13
14941	1992	9	17.1	69.06	1.57
14941	1992	10	10.45	65.68	0.29
14941	1992	11	0.44	80.2	0.13
14941	1992	12	-4.64	76.01	0
14941	1993	1	-7.18	79.17	0
14941	1993	2	-7.41	82.69	0
14941	1993	3	1.07	77.63	0.03
14941	1993	4	8.29	69.19	0.53
14941	1993	5	15.74	68.32	0.58
14941	1993	6	19.96	71.61	1.87
14941	1993	7	22.67	76.47	2.84
14941	1993	8	22.37	74.35	1.77
14941	1993	9	14.85	71	1.07
14941	1993	10	9.75	64.8	0.55
14941	1993	12	-1.52	73.95	0
14941	1994	1	-8.76	73.96	0
14941	1994	2	-6.98	72.53	0
14941	1994	3	4.57	61.45	0
14941	1994	4	9.64	60.6	0.03
14941	1994	5	18.37	61.08	0.19
14941	1994	6	23.03	68.31	0.43
14941	1994	7	21.92	73.21	0.94
14941	1994	8	21.26	75.02	2.26
14941	1994	9	19.09	66.38	0.67
14941	1994	10	12.15	65.21	1.06
14941	1994	11	4.18	66.52	0.23
14941	1994	12	-3.34	82.55	0
14941	1995	1	-4.92	80.62	0
14941	1995	2	-0.67	67.98	0
14941	1995	3	2.8	73.73	0.26
14941	1995	4	7.44	70.87	0.27
14941	1995	5	13.42	73.37	1.35
14941	1995	6	21.08	66.54	0.33
14941	1995	7	24.94	63.44	0.65
14941	1995	8	25.49	68.62	0.71
14941	1995	9	16.53	70.79	1.4
14941	1995	10	10.43	64.57	0.29
14941	1995	11	1.12	68.32	0
14941	1995	12	-3.07	75.63	0
14942	1990	1	0.57	68.58	0
14942	1990	2	-0.96	65.63	0
14942	1990	3	6	67.53	0.45
14942	1990	4	10.7	59.6	0.03
14942	1990	5	15.08	70.5	1.06
14942	1990	6	23.37	69.38	1.1
14942	1990	7	23.54	71.77	1.52
14942	1990	8	23.98	74.77	1.61
14942	1990	9	20.2	65.79	0.73
14942	1990	10	11.7	62.53	0.16
14942	1990	11	5.67	68.2	0
14942	1991	1	-8.54	76.03	0
14942	1991	2	1.07	70.43	0.11
14942	1991	3	5.87	66.08	0
14942	1991	4	12.23	69.34	0.27
14942	1991	5	19.6	74.41	1.61
14942	1991	6	23.68	73.84	1.33
14942	1991	7	24.37	69.33	1.1
14942	1991	8	23.25	72.4	2.39
14942	1991	9	18.47	64.81	0.33
14942	1991	10	10.6	61.36	0.42
14942	1991	11	-0.93	77.67	0.17
14942	1991	12	-0.27	76.31	0.06
14942	1992	1	0.04	75.58	0.06
14942	1992	2	2.57	73.1	0
14942	1992	3	6.05	65.27	0.58
14942	1992	4	10.05	64.15	0.3
14942	1992	5	16.72	60.13	0.35
14942	1992	6	21.14	65.45	0.37
14942	1992	7	21.49	79.78	3.61
14942	1992	8	20.39	76.67	2.16
14942	1992	9	17.73	74.94	2.5
14942	1992	10	11.47	67.91	0.32
14942	1992	11	1.72	74.85	0.1
14942	1992	12	-2.58	76.12	0
14942	1993	1	-6.26	78.33	0
14942	1993	2	-5.4	81.52	0
14942	1993	3	2.13	75.49	0.06
14942	1993	4	9.19	67.25	0.53
14942	1993	5	16.48	71.31	1.32
14942	1993	6	21.4	74.96	2.8
14942	1993	7	23.73	83.07	2.97
14942	1993	8	23.45	79.88	2.26
14942	1993	9	15.31	74.89	1.37
14942	1993	10	10.14	68.54	0.58
14942	1993	12	-1.67	76.22	0
14942	1994	1	-7.95	74.2	0
14942	1994	2	-4.78	69.09	0
14942	1994	3	5.28	60.3	0
14942	1994	4	11.1	55.59	0
14942	1994	5	18.69	60.93	0.81
14942	1994	6	23.37	74.38	1.87
14942	1994	7	22.83	75.67	1.77
14942	1994	8	22.12	75.95	1.87
14942	1994	9	19.27	70.67	1.27
14942	1994	10	12.58	71.73	1.19
14942	1994	11	5.3	70.37	0.03
14942	1994	12	-2.01	84.46	0
14942	1995	1	-4.67	80.44	0
14942	1995	2	-0.79	68.11	0
14942	1995	3	4.28	72.61	0.42
14942	1995	4	8.87	68.73	0.4
14942	1995	6	21.93	69.25	1.03
14942	1995	7	25.82	65.75	0.68
14942	1995	8	26.18	72.16	0.74
14943	1990	1	-1.15	69.55	0
14943	1990	2	-2.38	65.17	0
14943	1990	3	4.49	67.83	0.19
14943	1990	4	9.6	58.8	0
14943	1990	5	14.86	67.62	1.55
14943	1990	7	22.89	70.64	1.42
14943	1990	8	22.96	76.56	2.65
14943	1990	9	19.37	65.99	1.4
14943	1990	10	10.44	62.97	0.19
14943	1990	11	4.02	70.82	0.23
14943	1990	12	-7.11	76.3	0
14943	1991	1	-8.96	77.67	0
14943	1991	2	0.31	75.14	0.07
14943	1991	3	4.03	70.54	0.23
14943	1991	4	11.45	67.21	0.53
14943	1991	5	18.4	76.57	3.39
14943	1991	6	23.36	72.93	1.5
14943	1991	7	23.72	71	1.32
14943	1991	8	23.19	72.54	2.19
14943	1991	9	17.61	66.82	1.6
14943	1991	10	9.12	62.98	0.45
14943	1991	11	-2.46	80.88	0.13
14943	1991	12	-1.72	82.01	0
14943	1992	2	1.25	76.47	0
14943	1992	3	4.33	68.89	0.77
14943	1992	4	8.46	67.23	0.2
14943	1992	5	16.2	58.06	0.58
14943	1992	6	20.45	64.38	0.17
14943	1992	7	20.16	79.63	3.06
14943	1992	8	19.37	80.9	3.84
14943	1992	9	16.53	77.69	2.43
14943	1992	10	10.09	72.75	0.77
14943	1992	12	-4.68	82.61	0
14943	1993	1	-7.52	85.05	0
14943	1993	2	-7.55	88.36	0
14943	1993	3	-0.02	84.07	0.13
14943	1993	4	8.07	69.34	0.23
14943	1993	5	15.18	69.85	0.35
14943	1993	6	19.96	71.51	1.53
14943	1993	8	22.09	78.78	2.58
14943	1993	9	14.37	74.58	1.8
14943	1993	10	9.33	66.87	0.26
14943	1993	12	-3.72	79.22	0
14943	1994	1	-11.42	77.09	0
14943	1994	2	-7.2	72.74	0
14943	1994	3	3.82	65.1	0
14943	1994	4	9.54	57.3	0
14943	1994	5	18.25	56.73	0.32
14943	1994	6	22.6	72.11	0.6
14943	1994	7	21.45	79.72	3.58
14943	1994	8	20.79	79.38	2.9
14943	1994	9	18.9	73.56	1.57
14943	1994	10	11.93	70.87	1.26
14943	1994	11	3.74	70.88	0.07
14943	1994	12	-4.64	86.12	0
14943	1995	1	-6.11	82.17	0
14943	1995	2	-2.26	73.71	0
14943	1995	3	2.59	77.13	0.26
14943	1995	4	7.52	69.83	0.07
14943	1995	5	13.94	72.15	1.26
14943	1995	6	21.36	67.72	1.4
14943	1995	7	24.18	69.3	1.48
14943	1995	9	15.81	72.86	1.57
14943	1995	10	9.92	68.49	0.16
14944	1990	1	-2.15	70.87	0
14944	1990	2	-3.69	63.79	0
14944	1990	3	2.77	68.37	0.35
14944	1990	4	8.22	59.15	0.03
14944	1990	5	14.02	67.45	1.58
14944	1990	6	21.64	63.8	0.23
14944	1990	7	21.77	69.81	1.1
14944	1990	8	22.45	71.94	1.84
14944	1990	9	18.8	62.97	1.3
14944	1990	10	8.94	63.12	0
14944	1990	11	1.83	69.9	0.17
14944	1990	12	-9	76.66	0
14944	1991	1	-10.02	79.74	0
14944	1991	2	-1.38	74.27	0
14944	1991	3	2.42	67.87	0.13
14944	1991	4	10.23	62.99	0.2
14944	1991	5	17.03	73.82	1.74
14944	1991	6	23.03	70.3	1.27
14944	1991	7	22.92	69.05	1.42
14944	1991	8	22.57	69.61	2.94
14944	1991	9	16.5	64.72	1.1
14944	1991	10	7.73	64.11	0.42
14944	1991	11	-3.74	83.01	0.13
14944	1991	12	-3.01	81.29	0
14944	1992	1	-3.1	83.98	0
14944	1992	2	-1.03	83.9	0
14944	1992	3	2.3	72.4	0.52
14944	1992	4	7.04	68.99	0.2
14944	1992	5	16.08	54.9	0.03
14944	1992	6	19.61	63.19	0.5
14944	1992	7	18.58	78.26	2.65
14944	1992	8	18.85	74.91	1.55
14944	1992	9	15.7	70.97	1.4
14944	1992	10	8.72	67	0.29
14944	1992	11	-0.93	81.75	0
14944	1992	12	-7.07	80.1	0
14944	1993	1	-9.36	80.84	0
14944	1993	2	-9.32	82.62	0
14944	1993	3	-1.46	79.62	0.13
14944	1993	4	6.94	67.72	0.43
14944	1993	5	14.09	69.07	0.48
14944	1993	6	18.66	72.58	1.97
14944	1993	7	21.77	76.25	1.94
14944	1993	8	21.64	76.66	2.48
14944	1993	9	13.54	73.62	1.47
14944	1993	10	8.27	67.07	0.55
14944	1993	11	-1.26	78.36	0
14944	1993	12	-5.56	82.11	0
14944	1994	1	-14.7	77.87	0
14944	1994	2	-9.81	76.12	0
14944	1994	3	2.4	67.8	0
14944	1994	4	8.09	62.33	0
14944	1994	5	18.06	57.37	0.19
14944	1994	6	21.94	71.9	1.7
14944	1994	7	21.56	73.14	2.13
14944	1994	8	20.5	76.19	2.32
